ID	avian-reass	mock-reass	mock-swine	reass-swine	mock-avian	avian-swine
ENSG00000002822	0.479123560837574	0.0166493346159642	0.817639476913988	0.167571280685209	0.195828727007219	0.613475276212345
ENSG00000002834	0.231963786163646	5.59299679375116e-05	0.510031697008795	0.023585036603401	1.35230156340172e-08	5.82899683752791e-05
ENSG00000002919	0.685723781542437	0.220140395496108	0.985898301898319	0.259742997788933	0.556202475588692	0.546480897059668
ENSG00000003056	0.962395868356008	0.538611850245351	0.846452275667389	0.260303091959153	0.582762331836845	0.256359757916169
ENSG00000003096	0.895925220543966	0.0249498301739123	0.933790771373962	0.0836571688609063	0.0222283208491332	0.0544524212750497
ENSG00000003137	0.415200473334111	0.150352517251509	0.667588109871406	0.763405323523383	0.00855840969482127	0.169270724442423
ENSG00000003147	0.603017396661676	0.0258208291551638	0.977740118130692	0.0654970501877106	0.00533751908525574	0.0115141717178581
ENSG00000003249	0.799202269900761	5.5252504428906e-05	0.150919147183789	0.0961620788521845	0.000359741154059981	0.171445029209258
ENSG00000003393	0.386872803328833	0.0424158291245609	0.640986145015863	0.426103223047191	0.43593623223161	0.865789090139858
ENSG00000003400	0.567930152053574	5.19117693861421e-09	0.159794270745113	0.00180410503744752	8.83764628564826e-07	0.0133566033916607
ENSG00000003402	0.0139147023489353	7.02568267610493e-20	0.0312814594419948	2.50418899010687e-08	2.79377288159032e-09	0.00525078193678591
ENSG00000003436	0.754983026966437	0.0384588945451589	0.999350592097584	0.0657270291651992	0.106084966121997	0.125782440987683
ENSG00000003509	0.668276365504221	0.896930033453785	0.978304502538503	0.850461039029799	0.444572386258746	0.428240964306366
ENSG00000003756	0.192342917839637	5.8889260099772e-05	0.498496342431989	0.0283226998407569	4.27737998059566e-09	4.28599723655637e-05
ENSG00000003989	0.0813507755499715	0.29010908480324	0.958454835409558	0.476653264670452	0.00150802304103216	0.00496244022999183
ENSG00000004059	0.112413571046636	0.00487201617413481	0.962671841297193	0.0223160572701072	0.452471674660219	0.619338415589461
ENSG00000004139	0.000121163867912033	5.18861199880006e-05	0.925038258691788	0.00176340382809593	0.457633921539964	0.324455942468735
ENSG00000004142	0.890623516630863	0.00270823538194188	0.72078540766049	0.0827419555170858	0.00111014035214772	0.0351672881383567
ENSG00000004399	0.370294726227147	0.170335513167894	0.969760854153643	0.296232423233447	0.00890189823387874	0.0205393724855658
ENSG00000004455	0.0172240271067324	0.462269630769419	0.966028894435305	0.422410870877266	0.00025513450664103	0.000265795606198358
ENSG00000004468	0.000652405722331391	4.98358417104047e-06	0.0273343835806905	0.174012866614608	0.474576585240874	0.0532370693973551
ENSG00000004478	1.52953786956338e-12	0.00165559857826237	0.940146969572349	0.0123668998727977	3.1182579776288e-05	1.55053167690795e-05
ENSG00000004487	0.702321949840478	0.000194854635677194	0.760229001504873	0.01228568010578	1.78024881251729e-05	0.00123010737253432
ENSG00000004534	0.46932661997132	0.00192188918800829	0.971607552735763	0.010925750678681	2.30845514341468e-05	0.000160653028243636
ENSG00000004660	1.27011851886622e-05	0.00768649587206606	0.473673386693013	0.268671447218638	0.0237051796879752	0.000460353190247308
ENSG00000004700	0.0425417510126701	0.00318751762756798	0.735748166322072	0.0836571688609063	5.85938513071346e-08	1.92100307994421e-05
ENSG00000004766	0.685587256186565	0.0222482537516618	0.946059042734294	0.0827419555170858	0.00400813398815084	0.0150736921663065
ENSG00000004776	NA	0.0665946003192496	NA	0.243916325557459	0.407297874859026	0.710126478366643
ENSG00000004777	0.446863856468765	0.0473312183656041	0.931328553998233	0.170830477279987	0.00141552097810999	0.0103207143987054
ENSG00000004779	0.0253878749557128	0.00574475934404755	0.740580141222902	0.106097999082329	0.986407728483302	0.478219407242504
ENSG00000004799	0.827956084699332	0.00682759993245499	0.92814202886582	0.03949215639631	0.0018234050162239	0.00959237200465862
ENSG00000004838	0.453231033962419	9.36193501546685e-05	0.473673386693013	0.0330303742133015	0.0043109536700802	0.205749490205721
ENSG00000004848	NA	0.65931236817953	NA	0.798156515161755	0.612644454099122	0.73716141996435
ENSG00000004864	0.830306988160138	3.90099051629859e-05	0.779406634054546	0.00361929047252336	1.06135978730133e-05	0.000697411101545297
ENSG00000004866	0.7927791293804	0.449062974738917	0.991578164277071	0.54576807765167	0.234775101325876	0.292903922436207
ENSG00000004897	0.00161935325837644	0.443832743938512	0.849201020812807	0.903634937267954	0.00821864208811477	0.00138868223742189
ENSG00000004939	0.956473075874181	1.14855220530258e-05	0.495120446653801	0.00276172783331334	1.27896294199327e-05	0.0018001021166937
ENSG00000004961	0.0255202248481014	0.541707674840455	0.896813225510887	0.918252474808605	0.000716446093422277	0.00818122952631153
ENSG00000004975	0.469125427255006	0.126409130727354	0.959004485957718	0.262438219485781	0.00876748214006859	0.0260934692215051
ENSG00000005007	0.264378930200402	0.0475532952426463	0.973519128945085	0.112084482215207	0.607950516364306	0.745332093891812
ENSG00000005020	0.211167028486006	4.53580441882939e-05	0.611176305596105	0.0112274362974681	2.23445151993987e-08	2.23022253684831e-05
ENSG00000005022	0.0696790759242115	8.89299236243877e-07	0.642476349325553	0.00080187849554206	6.35617183309805e-13	7.76295460003037e-09
ENSG00000005059	0.895083032987263	0.908285594922412	0.896275578700282	0.803759607989327	0.736920498363658	0.934120261010891
ENSG00000005073	NA	0.0417940667663172	NA	0.465246555559387	0.293956442322066	0.968092218918763
ENSG00000005075	0.96344334488203	0.137547870323164	0.906670732998525	0.379903763740067	0.124474757551546	0.316019900321886
ENSG00000005100	0.0141733346326086	0.172910119747317	0.85794961145889	0.540105351816822	9.55060684784852e-06	0.000421292046700045
ENSG00000005108	0.0238807605132284	0.294341627770933	0.95443207368244	0.487697373100178	0.000163495099859243	0.000782167532477121
ENSG00000005156	0.198906239536935	0.0404823813934954	0.976743069576879	0.0542374161671741	0.702789837782728	0.646388833000717
ENSG00000005175	0.521125369160462	0.136120612689763	0.990797391680503	0.175527026334942	0.0147753787436252	0.0181572996044049
ENSG00000005187	0.326072709009142	0.0334992655713937	0.949761573734545	0.103128460583965	0.00111838126545777	0.00411862184208401
ENSG00000005189	0.58158915789723	0.69237083614406	0.916916951492585	0.500266100630661	0.220899616625809	0.126712603281679
ENSG00000005194	0.801267207332022	0.855019449910716	0.910022608622081	0.874459921771006	0.860480747644384	0.59477645585633
ENSG00000005206	0.00866524221673734	0.597960171042587	0.832574014610205	0.308573136973942	0.000271388320266854	6.67835499857943e-05
ENSG00000005238	0.873785016624804	0.485299809941374	0.935849543346723	0.751358289202685	0.654572716346786	0.901280372171132
ENSG00000005243	0.847816305629661	0.0674315300029494	0.398210381395027	0.815488528284327	0.0281961968823109	0.589667742858772
ENSG00000005249	0.992302393522975	0.0210622760319468	0.815981304666263	0.162066456370973	0.0249803434595638	0.146364745951059
ENSG00000005302	0.86597428561659	0.978231137710927	0.891091713016555	0.667891373465335	0.777179061157394	0.46816706296449
ENSG00000005339	0.14351010890479	0.0185004007012221	0.706357955158565	0.257414817927885	1.38600222998514e-05	0.00212368663530284
ENSG00000005379	0.671466082391848	2.52851767824206e-08	0.00713566020048827	0.0265368749800917	8.91498216523547e-10	0.00238362439854271
ENSG00000005381	NA	0.00822515794132088	NA	0.399391937057764	0.00338882063308525	0.249042083750338
ENSG00000005421	0.374008595236941	0.0170443424580877	0.403164809501701	0.498879853109525	0.386392616736042	0.722889580003253
ENSG00000005436	0.891611020171962	0.0513286220499658	0.808470918627883	0.303360805867797	0.0912611497297456	0.384265923494446
ENSG00000005448	0.421711216434069	0.00407323723269297	0.495120446653801	0.186940664909956	0.000112263940159797	0.0141062770574354
ENSG00000005469	0.265356200382315	0.00749256408110959	0.934323031093289	0.0406839811052803	8.93018688127638e-05	0.000593853347971566
ENSG00000005471	0.651497478464231	0.0841468031045978	0.941603651893962	0.238709259189396	0.319182137249862	0.545158861191627
ENSG00000005483	0.0175375945055797	0.032914740863841	0.91725141069466	0.0221597320739501	2.89384277564011e-07	9.61939760558007e-08
ENSG00000005486	0.000420781497722957	0.0316984845230866	0.924353011001215	0.0269817576412977	0.0550971344734832	0.155771345684041
ENSG00000005513	0.000931508684309957	1.89444828974356e-15	0.738717674990766	1.56695030926169e-09	8.48505799236958e-05	0.00951705763287959
ENSG00000005700	0.334448141694339	0.00084609668814859	0.899043120437067	0.0130542615865883	0.0464982964081536	0.171797072881621
ENSG00000005801	0.2313963395658	0.769223953164334	0.812864945766991	0.768833443076808	0.24427495222577	0.0720453841388052
ENSG00000005810	0.0157555492497071	0.0010526246214391	0.484418153977767	0.12359155823579	0.685537567522376	0.399801548784171
ENSG00000005812	4.32466013685208e-05	0.985200717273925	0.9700557357025	0.897970591623006	1.59653262224609e-06	1.84451655113762e-05
ENSG00000005882	0.134562375729994	0.068218953283652	0.526086683830123	0.635127015074401	0.948464983899098	0.23779938753833
ENSG00000005884	0.00616622804713347	0.336129542084143	0.997083614442381	0.407427255690748	2.88803017701845e-05	6.0709858594029e-05
ENSG00000005889	0.192047983566671	0.475479432965766	0.983519881976862	0.482294361503499	0.0149363039801449	0.0158786467936107
ENSG00000005893	0.13045023225185	0.000157505619337223	0.937232531896741	0.00199299357351745	1.17979782910776e-08	2.64893892867845e-07
ENSG00000005961	0.173156357402331	1.23085930689272e-11	0.000226449986342334	0.0209741432279667	3.04819137183834e-17	2.06535825876548e-05
ENSG00000005981	0.689669610934575	0.28668223021444	0.868555049238213	0.692226685802186	0.0795870919338354	0.306948952931199
ENSG00000006007	3.48365620436315e-05	0.00302096189674859	0.924597789933064	0.0242745288585531	0.151191790373518	0.0804881725447228
ENSG00000006015	0.66858645388237	0.198026561455356	0.971607552735763	0.333549578879707	0.054531733159948	0.100098118613664
ENSG00000006016	NA	0.114066995131752	NA	NA	0.680808883835302	NA
ENSG00000006025	0.976554605670255	0.92340809266182	0.863914394554536	0.738850844236459	0.882635541050323	0.754354303832334
ENSG00000006042	0.0542022513170253	0.0196088390104298	0.888928743177263	0.115510975609915	0.982046647157618	0.680298483065664
ENSG00000006047	NA	0.107486648261014	NA	0.394541796934993	0.288879183481535	0.658433272778614
ENSG00000006062	3.32049791589798e-05	2.10143761464441e-06	0.0596289827309742	0.0765753336095355	0.938645399372471	0.0239368759422071
ENSG00000006071	0.0716154981044353	0.319788139253891	0.8134819102796	0.819525796405042	0.21020306185304	0.076361781445718
ENSG00000006118	4.0347771309018e-07	0.0116456936749994	0.7876085228353	0.145150194885814	0.00531807179976967	0.000487529279331824
ENSG00000006125	0.710130725642653	9.41660833683468e-09	0.38035302135408	0.000302530075958527	2.40326638742564e-10	1.04285112207013e-05
ENSG00000006194	0.559300221485869	1.70693585043023e-08	0.2068842657105	0.00206202229714225	2.17548727433082e-06	0.0149938060535458
ENSG00000006210	0.00173766323398302	4.04557079244516e-07	0.486336281667264	0.00137764165709259	0.427739608827851	0.73378767515875
ENSG00000006282	0.139568711142671	0.00152256649053211	0.991216697226166	0.00566568916164557	4.31018721152996e-07	1.96504035035905e-06
ENSG00000006283	0.0115606083318179	0.834659176639291	0.88070872578245	0.823268397107693	0.00629350662005504	0.00212045319590671
ENSG00000006327	0.89552395119148	0.0268798162307023	0.671229263307107	0.340287292212993	0.0126973934196656	0.208717771260224
ENSG00000006432	0.0092261306236864	0.0111739421053108	0.760229001504873	0.147065541196622	0.659804147681637	0.232761696817347
ENSG00000006451	0.191909041136346	0.0257114001173284	0.694200677418117	0.296559193871811	9.53287146282043e-05	0.00587137448636521
ENSG00000006453	0.415630064409994	0.0543612403217417	0.971607552735763	0.122641951916633	0.00199072125716435	0.00560867790950516
ENSG00000006459	0.150303160958221	1.31668557762261e-06	0.572538817233518	0.00260928518389319	0.00692930341977164	0.198685300430435
ENSG00000006468	0.137484584471412	0.00549721376699959	0.936322373827873	0.0305572362333637	0.345456019937936	0.576959742433906
ENSG00000006530	0.0964528826982275	0.510623813743563	0.991578164277071	0.558729624975386	0.00475217622006514	0.00781084164795656
ENSG00000006534	0.275514775936589	0.00215082350353303	0.769959667246978	0.0550687895735625	4.82381550666632e-06	0.000467358228859682
ENSG00000006576	0.0039286622657437	0.199225174689952	0.946080973015659	0.17088791758027	0.0529087335143248	0.128072932968077
ENSG00000006606	0.384427718138948	0.00109425212414913	0.143357550671475	0.348722883275271	0.0630509610968514	0.92738262802373
ENSG00000006607	0.0606420817322779	0.715989393357399	0.977802615954763	0.680424960357363	0.0063966116973352	0.00699812772702726
ENSG00000006611	0.139735429341849	0.00297728648139066	0.818164731438642	0.0445255950192001	9.71331715492981e-05	0.000986473053364497
ENSG00000006625	0.230390969310747	0.0379134044123868	0.940465653560258	0.124664034607937	0.621371943794243	0.855514288118338
ENSG00000006634	6.20188523516381e-09	0.670676770334438	0.956082105127879	0.577963507053559	3.3174283904683e-09	8.15506208962007e-08
ENSG00000006638	0.582521729044954	5.10013275545088e-05	0.205316088944002	0.0267452515749554	0.000554010357407594	0.111610220180442
ENSG00000006652	0.552617324287348	4.26387712723125e-07	0.363820227475835	0.00382577790152127	1.96025083025671e-09	6.9660338642634e-05
ENSG00000006695	0.255867395957513	0.572923433186299	0.967266259322037	0.745629942957819	0.0361208226355803	0.0752072068893844
ENSG00000006704	0.0233191066064329	0.561042202829131	0.941635483972244	0.80658872094786	0.0335228268188418	0.0248138416510736
ENSG00000006712	4.50550654584181e-06	0.000826552713132977	0.735748166322072	0.000102463196509495	0.0686564955315969	0.40489577325865
ENSG00000006715	0.228266257328065	0.000102462054302773	0.402910057777414	0.0448685603793785	7.78698082449192e-08	0.000248524174482581
ENSG00000006740	0.39537985325457	0.207457475392467	0.852776520515247	0.579217279004508	0.0235826188312568	0.102367411383768
ENSG00000006744	0.282776449781209	0.0281782860394972	0.929166488243518	0.109788479158334	0.000235743898336524	0.00175373700157016
ENSG00000006756	0.35696445861689	0.0112990337273612	0.88257688955394	0.0861555760275037	0.000171912001568824	0.00242567880677783
ENSG00000006757	0.923516462561518	0.305557515101051	0.865502266470953	0.699170994730573	0.240078525920082	0.571339587663893
ENSG00000006831	0.323833022996878	0.000439529898709331	0.964580757906439	0.00313458591498123	0.033137866109501	0.0711171803653823
ENSG00000006837	0.35570337654469	4.5396335648452e-06	0.309433355621535	0.0158172853555963	5.20044576667143e-09	0.00013503872149436
ENSG00000007038	NA	0.0621698938857043	NA	NA	0.402110579900495	0.69517227644224
ENSG00000007047	0.795699398811574	0.885740247737619	0.991326829338277	0.882183657604677	0.823738865065231	0.875935790230562
ENSG00000007080	0.947128878956121	0.000849700563772674	0.881318896580561	0.0139224340335466	0.00170816202289262	0.0145046823331839
ENSG00000007168	0.015251938641519	0.00469570887129049	0.664748155463865	0.137459918193204	0.975711400687856	0.357769234874513
ENSG00000007171	0.00756884812272568	0.000978129652759519	0.929166488243518	0.0181138294327481	0.764350104233662	0.591644040932267
ENSG00000007202	0.348127442770934	0.0192248730449303	0.894142013777469	0.116091026682936	0.000227788421317303	0.003046819235982
ENSG00000007255	0.929808760051102	0.0264624621069536	0.742855650252053	0.231417342775255	0.042559281612764	0.267452984752376
ENSG00000007264	NA	0.00256784363219429	NA	0.0686298048491444	0.213897530785812	0.690446113102001
ENSG00000007341	0.0679023794264281	1.62376809888502e-07	0.411926320989301	0.00222995112485405	9.58935683626812e-15	2.77115934720438e-08
ENSG00000007376	0.42826667330546	0.370482076165475	0.996787611262703	0.458570356030264	0.0453151630979671	0.0651374253127961
ENSG00000007384	0.0751982837407893	0.752086028653349	0.925038258691788	0.993489544821281	0.0110872826424399	0.0427025571136291
ENSG00000007392	0.230161538979848	4.27082609477779e-06	0.287987132298661	0.0198749872346839	2.77278386588785e-10	3.9317943843382e-05
ENSG00000007516	0.180126059134325	1.54118193363053e-07	0.325944088200155	0.00314343317230568	2.1454819548267e-12	1.30072015159004e-06
ENSG00000007520	0.45821684176519	0.122610696333456	0.948176170638113	0.272774216108118	0.0105408146592492	0.0315422366331575
ENSG00000007541	0.00312835959123193	0.645627833028695	0.93825099624359	0.531028823115724	7.46507344704382e-05	7.2150671952962e-05
ENSG00000007545	0.720351483176669	0.0670851965853068	0.920674567842962	0.230945508366646	0.0141118062423922	0.0645548319167669
ENSG00000007866	0.0600732950388738	0.140992888721731	0.597515510647529	0.769455618060831	0.00167042659470137	0.0182766845176855
ENSG00000007908	NA	0.301752561541548	NA	0.585224811373195	0.00533751908525574	0.0285207103102116
ENSG00000007923	0.571214315160973	0.504665434253891	0.994144569089855	0.589320101171051	0.132122593221999	0.170518541760968
ENSG00000007944	0.908769516472751	0.000698892216213288	0.0643310707551781	0.488958773171294	0.00147835338463665	0.573436167631748
ENSG00000007952	NA	0.0368536649043271	NA	0.561176575934504	0.354772738685426	0.757494546355695
ENSG00000007968	0.934217182865317	0.339921184441906	0.956607567198256	0.539536667539969	0.422027856682599	0.60345132269885
ENSG00000008018	0.653524021961057	0.000207056466474768	0.576219740463186	0.0320956123085109	1.4484375670793e-05	0.00327161182773904
ENSG00000008056	NA	0.00328892025113638	NA	0.0357926692187801	0.000634912295886603	0.00712481725978428
ENSG00000008083	0.00217367104339139	0.874801166035281	0.732056540833946	0.593286763365802	0.000578747701503826	6.63184376353389e-05
ENSG00000008086	0.013667704405016	0.0145728919851382	0.102334802421302	0.918107230434686	0.682201122245874	0.0106857302039107
ENSG00000008128	0.514871073610727	0.128698615165351	0.67044929874058	0.698179944090418	0.00948579264264717	0.181865691813504
ENSG00000008130	0.558620796594544	0.0540602775283357	0.536767322422969	0.61063922819851	0.00404832146042118	0.169375034726697
ENSG00000008256	0.479199907308448	0.0752735777871905	0.498289342973556	0.70887695703627	0.00515835509961635	0.175412166370875
ENSG00000008277	0.375383994343502	0.242935298412306	0.961019386989513	0.407597540701452	0.972222140073423	0.896068070211353
ENSG00000008282	0.589087087313239	0.106210366373162	0.971942486918749	0.113736192425462	0.0143685838235503	0.0124510565219256
ENSG00000008283	0.0152631256673221	0.0176934401515719	0.882650583190747	0.115167333587446	5.35475784348998e-07	1.5257975336954e-05
ENSG00000008294	0.0481385268847454	1.07076925834121e-06	0.96881681267803	1.62738263235767e-05	0.0155433152321925	0.0354917831180493
ENSG00000008300	0.693736524916031	0.000762457188227969	0.687390328420786	0.0496695686441956	0.00623331081325713	0.130557611742801
ENSG00000008311	0.292250851150629	0.0533114113644566	0.984759352084809	0.123871155534447	0.674041482242652	0.772991062131869
ENSG00000008323	NA	0.130461230268998	NA	0.0768813153187904	0.94275061552612	0.718743529167766
ENSG00000008324	0.173011066969345	0.972809409453606	0.896131590858492	0.686906550086646	0.0655339259517842	0.0286937762206766
ENSG00000008382	0.694216806977661	0.14145803542493	0.372815832652861	0.981534929492458	0.0464038437672209	0.587680898834161
ENSG00000008394	0.000629848923542046	7.34663740605546e-05	0.966165126385319	0.000633770813023339	0.840411767894136	0.981960085156286
ENSG00000008405	3.77235709757523e-05	0.76619213037309	0.949797365630074	0.956070253212145	1.41964980037001e-07	3.8133701742968e-06
ENSG00000008441	0.00310269447647152	0.157359630614562	0.676725241852906	0.769495331796162	0.0677807556035649	0.00551699023352772
ENSG00000008513	0.772948747030645	0.0443725638796291	0.999364683444117	0.0765753336095355	0.0136644984319377	0.0195898145784761
ENSG00000008516	0.130294519754054	4.04330727594413e-08	0.0693466215924961	0.00208558670694796	2.74499336469356e-12	3.45123199707926e-07
ENSG00000008517	0.795991640311472	2.44328322041777e-06	0.526763526576606	0.00431471240844559	2.21973168882662e-07	0.000515881874169756
ENSG00000008710	0.000390336011494062	0.0444440370934765	0.911667271108483	0.177034126982828	0.0766894749269008	0.0331828537048215
ENSG00000008735	0.925814356062368	0.00124079086426502	0.0656525971178128	0.558068209573478	0.000633443613247346	0.430320503563922
ENSG00000008838	0.980719979942994	0.100388135810431	0.925038258691788	0.277682219510863	0.112960255715542	0.265625483566818
ENSG00000008853	0.723732383112603	0.00870623642416786	0.651278505440335	0.190323457974832	0.0015371779193543	0.0536766675089702
ENSG00000008869	0.0423017868359973	7.64224095190529e-07	0.780248440361357	0.00029402261176932	3.12470276105422e-14	2.24644669239035e-10
ENSG00000008952	0.27884634749059	0.184181923186465	0.977802615954763	0.296619554565177	0.994601259751039	0.925724080516041
ENSG00000008988	1.91844784333741e-05	0.158802130769246	0.891288081740692	0.461714249330282	0.00236430617086996	0.000495390431069296
ENSG00000009307	0.0277670358265464	0.000509594304905815	0.709356920091187	0.0330971579708324	5.56890127224295e-10	7.9661123567708e-07
ENSG00000009335	0.0301578150861369	0.947367914904803	0.961043790289494	0.933250769096634	0.0123037337253263	0.0102018344051736
ENSG00000009413	0.0589749196744919	4.66178173748403e-08	0.925038258691788	3.77265325780516e-06	0.00223513236922073	0.0132253543382571
ENSG00000009709	0.891888885011339	0.14395888663064	0.735748166322072	0.599242884683748	0.221120990851921	0.723133420293307
ENSG00000009724	0.852405671282835	8.7809693070092e-07	0.00330697791956606	0.0734383447806662	2.54681186744189e-07	0.0250101585246715
ENSG00000009780	0.378584690215114	0.416095602025901	0.903932920879564	0.283048014713229	0.722209176975658	0.963092934799609
ENSG00000009830	0.0417274128589085	0.425766847560526	0.813874060024839	0.186324186032996	0.000802628216897954	0.000132274357752959
ENSG00000009844	0.216119620955587	0.00461721906553028	0.965937328863456	0.00735059451024765	0.252032726584805	0.215436446273009
ENSG00000009950	0.045704160929511	0.337513205141283	0.966028894435305	0.322720587973653	0.00158949900185407	0.00175373700157016
ENSG00000009954	0.601906638320605	0.766314926937596	0.950087310513755	0.959963410880072	0.718974465648852	0.575941883817992
ENSG00000010017	0.0260908430992578	0.0148834531216377	0.9799010230987	0.0436025651369522	0.819899434679387	0.77141716468304
ENSG00000010030	0.0648785471988702	3.12491087822688e-06	0.000712336518828841	0.402274995227421	0.0119777254030885	0.23617819352957
ENSG00000010072	0.0689091761063019	0.452257354263084	0.959265117247918	0.405349563419774	0.00151976277700879	0.00157998199435728
ENSG00000010165	0.0283613842732751	0.0319637197966319	0.925280138858208	0.125318982962542	1.97565145201405e-06	2.98317578186096e-05
ENSG00000010219	0.179030808406788	0.33942660915642	0.961043790289494	0.536420371124908	0.0037657321090185	0.0152383147666542
ENSG00000010244	0.112174367014747	0.00415425460482479	0.737757956926731	0.0989658082668367	6.06899154339902e-07	0.000150265623437542
ENSG00000010256	0.791940524282566	9.31726393373277e-06	0.486336281667264	0.00820462657237869	8.20764637706283e-05	0.0179761085805281
ENSG00000010270	0.00506109827261983	0.0176401011127446	0.991578164277071	0.0365673398068341	0.363160958496267	0.43647542617438
ENSG00000010278	0.077753774729342	1.12469596776325e-05	0.208617023210373	0.0360344247679441	2.12192281091782e-10	1.55655654139483e-05
ENSG00000010282	NA	0.15879482682317	NA	NA	0.0218703178865908	0.324264272344648
ENSG00000010292	0.215556759175683	0.000389454550235875	0.604286444720214	0.0436025651369522	0.0541471691848674	0.523072122890057
ENSG00000010295	0.841413875835062	4.60897861545816e-11	0.0251484393292243	0.00101718288562611	3.92902522852503e-10	0.00148854873653352
ENSG00000010310	0.339689778588875	0.307447482793188	0.928702262885948	0.236746086489928	0.811705190904512	0.955470438669657
ENSG00000010318	0.327112379339849	0.404208785368414	0.951985275372928	0.628651213228442	0.0229484126754864	0.0684337698363227
ENSG00000010322	0.931900963124159	0.481065011769003	0.85794961145889	0.923412024242484	0.571229727501579	0.99686274886259
ENSG00000010327	0.122527177714531	2.12446485578722e-06	0.00295783322835627	0.136634003032999	2.13988786638867e-09	0.000440696836529186
ENSG00000010361	0.00796720180875537	0.937865636349903	0.815169065297629	0.529864798207109	0.0026094993354218	0.0206539106092606
ENSG00000010379	0.330530888743068	4.07975864418872e-06	0.0153158066551792	0.0244976520715122	9.16150141207998e-08	0.000224039287457254
ENSG00000010404	0.906642360511656	0.380670383610307	0.967636541953613	0.560873378257456	0.50356301516333	0.664179303481599
ENSG00000010438	NA	0.78784615194702	NA	0.943515444097404	0.282857284903691	0.530129216317218
ENSG00000010539	0.435068634526082	4.07517277824487e-09	0.515606345156625	0.000105700479072499	1.83577122152703e-12	2.15123977378166e-07
ENSG00000010610	0.866323574175018	9.68298866842846e-05	0.044354997862424	0.214497655516782	0.000218275506199701	0.289950650775459
ENSG00000010626	0.930538196959248	0.531568104610004	0.822779825096815	0.262287561808977	0.640230429180262	0.302834366891154
ENSG00000010671	0.464072882049319	4.83125199975202e-07	0.0342802076268176	0.00850184273117311	1.22008347932739e-08	0.000178600493979835
ENSG00000010704	0.139618480332417	0.284344384111695	0.98080845851861	0.300890903221487	0.00316433185227089	0.00352501384530932
ENSG00000010803	0.503895509643758	0.659384902146681	0.981613751848511	0.656358013488017	0.160559507392676	0.166509921709926
ENSG00000010810	0.0047584133282921	0.0579203499340835	0.905714271632504	0.235600947209025	0.095789031070835	0.0528892755844929
ENSG00000010818	0.00127650409724034	1.28773742505232e-05	0.836344417998195	0.00135536041755066	0.628391005622377	0.914385442775408
