"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000213762",111.561684773734,2.87806517371133,0.339886056576026,1.93180385843731e-18,1.4446213234714e-15
"ENSG00000198042",304.760790824988,1.8202460079429,0.213176598316772,2.19508038979695e-18,1.56688829278961e-15
"ENSG00000177576",146.884317662081,3.96334241986544,0.472573869891278,2.53899502159503e-18,1.73358164430993e-15
"ENSG00000213741",507.578851130013,2.18426277917841,0.258210153729595,3.42961499674602e-18,2.24411141287081e-15
"ENSG00000264943",48.336271871386,5.17948971520175,0.614656927696578,4.35750708423907e-18,2.73721165003562e-15
"ENSG00000137337",205.051657898318,1.75024310071462,0.20765841085342,6.33681952014612e-18,3.82743899016825e-15
"ENSG00000246203",41.4691640713319,4.15706419969347,0.504778644828838,1.15877841016565e-17,6.7397985752746e-15
"ENSG00000164631",154.69724932695,1.96682509605673,0.236845159036126,1.2802540708884e-17,7.18039640329692e-15
"ENSG00000160752",244.116677806213,-2.3806428920696,0.286832157132939,2.59904333625163e-17,1.39492925418942e-14
"ENSG00000261351",49.7545600566356,3.71040544866672,0.455569794498236,2.66479098482441e-17,1.39492925418942e-14
"ENSG00000285967",79.6042080468439,2.7495752434082,0.337216757193523,3.19626149617649e-17,1.61916421083728e-14
"ENSG00000167508",87.479444675606,-2.4462738961654,0.296548046683632,4.30932315814885e-17,2.11480033986155e-14
"ENSG00000246067",142.358612837314,3.66134155056954,0.455238809617004,4.59019802447477e-17,2.18437787201066e-14
"ENSG00000079459",356.347897132809,-2.05154052523583,0.250838723442589,6.62079726313764e-17,3.05802941824451e-14
"ENSG00000205890",85.1585665194414,4.84706363065999,0.611771034949733,6.97968342466878e-17,3.13168424288567e-14
"ENSG00000102699",238.32717530825,-1.5624072050339,0.190940074593189,8.1817249916325e-17,3.56905025746102e-14
"ENSG00000182768",294.753780693477,2.64799303769223,0.329388536817489,8.75389712461954e-17,3.71543784986555e-14
"ENSG00000185561",202.858558636077,3.57366595884123,0.448074319246199,9.33626936123725e-17,3.85833615918078e-14
"ENSG00000015153",140.459695455104,2.32260684835438,0.28888228204876,1.01062556696392e-16,4.06945228297473e-14
"ENSG00000140307",232.750102753267,2.31719908275296,0.288139849419469,1.0474845333772e-16,4.11242427803887e-14
"ENSG00000143322",375.140099369284,2.07982410189382,0.258286027141159,1.08600610492142e-16,4.15966826138682e-14
"ENSG00000130783",105.175570936746,4.11407400990783,0.521586111840473,1.25761573254647e-16,4.70228511045471e-14
"ENSG00000169710",1938.74027218915,-2.22030727582488,0.277276994795396,1.52585688119602e-16,5.57257127030285e-14
"ENSG00000279738",131.984098148071,3.31840700658334,0.42015598897323,1.63970836810816e-16,5.85226823017511e-14
"ENSG00000179841",62.9767250104489,3.80866314138761,0.483881363295407,1.94704400061102e-16,6.79475088568788e-14
"ENSG00000279544",37.7880746063533,4.9420036784762,0.623694469769808,2.11723604967522e-16,7.03981540598886e-14
"ENSG00000164548",331.415338010113,1.8089824995305,0.226170633252783,2.15175203443368e-16,7.03981540598886e-14
"ENSG00000105929",58.1122145275109,4.89604428931162,0.629163846455541,2.08657265024437e-16,7.03981540598886e-14
"ENSG00000168522",158.651641168166,2.03547058637719,0.255845236874376,2.29861820444639e-16,7.36683679237267e-14
"ENSG00000266490",49.8939377953673,3.61038278864788,0.461221209113821,2.41349187719986e-16,7.58029528790931e-14
"ENSG00000244879",531.650831628934,2.8273201333677,0.358257016308658,2.71438962533964e-16,8.3581911130066e-14
"ENSG00000177697",296.374982834946,-2.13622074691236,0.268699546863559,2.83196881679768e-16,8.552545826729e-14
"ENSG00000083828",81.9528168148576,3.26319224102693,0.416539486327583,3.19195401335518e-16,9.45781996711882e-14
"ENSG00000033030",371.99873382457,2.52171739792522,0.319989461761648,3.32519620979844e-16,9.67016319975457e-14
"ENSG00000176401",70.6777865504803,3.11885057084968,0.399784692458235,3.60395079575594e-16,1.02902624175548e-13
"ENSG00000273015",62.2615559757563,3.0404212154259,0.389735378510812,4.02718508203602e-16,1.12933775943382e-13
"ENSG00000156042",67.3848306123401,4.15763260349515,0.537202173365301,4.1990362516695e-16,1.15687132098628e-13
"ENSG00000120885",839.950209194495,-3.01978646549978,0.386934577281397,5.27718170512499e-16,1.42884243960833e-13
"ENSG00000173530",305.810282913833,2.59170109626759,0.332716933888412,6.76983233386876e-16,1.80192283001822e-13
"ENSG00000177731",364.662583883083,-1.59064900922393,0.201328583883431,7.77118614795556e-16,2.03397845445824e-13
"ENSG00000166200",220.056715766489,1.54943967541839,0.197322787376985,8.48753718604679e-16,2.18505383556851e-13
"ENSG00000169155",120.118725286716,2.5332502746688,0.331355762571195,1.75746263299676e-15,4.4514827723518e-13
"ENSG00000166866",41.6755464594116,3.95086499818686,0.523769438934408,2.33255345247716e-15,5.81435228852402e-13
"ENSG00000171612",52.3420022319415,2.69218215213821,0.354735457114509,2.4167863632663e-15,5.93018953886469e-13
"ENSG00000184619",36.0464857200747,3.87531007086831,0.510522055788,2.50651205280669e-15,6.05573311958096e-13
"ENSG00000099942",273.246218431182,1.55422776599231,0.201570888773835,2.57135644798341e-15,6.11826994835326e-13
"ENSG00000279443",122.611651786139,3.05182961206575,0.404945322249715,2.69232496660754e-15,6.31048825009028e-13
"ENSG00000133131",436.495228146268,-2.1760977575739,0.282865327929427,2.93923462928107e-15,6.78790303209263e-13
"ENSG00000180198",345.643212525107,1.67120014583807,0.217879215222628,3.29022394827035e-15,7.48835896864312e-13
"ENSG00000224635",56.3091684615219,3.71256112770835,0.493742538697563,3.56413026980965e-15,7.99587167958439e-13
"ENSG00000189042",110.153417716311,2.49042158782683,0.32979983709892,3.8976307575423e-15,8.62090048118933e-13
"ENSG00000078618",293.149173579882,-1.20852396807691,0.156252926359057,4.46542077763068e-15,9.7395788738767e-13
"ENSG00000177238",128.319474164263,4.26393445921925,0.574910262787956,4.63308478859202e-15,9.96684431781494e-13
"ENSG00000174738",187.413115808784,2.17339854718373,0.287644798759279,4.71007708495042e-15,9.99554737054885e-13
"ENSG00000023608",103.748399668511,3.34548269799176,0.447119839145482,4.88071763066341e-15,1.02195719562584e-12
"ENSG00000232611",69.3553553440244,4.53841759890767,0.610364940122825,5.16421793888015e-15,1.05323218846979e-12
"ENSG00000127314",239.856541715997,2.2434514908561,0.297088029835228,5.10980482499571e-15,1.05323218846979e-12
"ENSG00000111667",184.748591338947,-1.67356122673617,0.218965541380887,5.39311005035564e-15,1.0858128234716e-12
"ENSG00000231416",51.9517396703772,4.68451649066236,0.633734099141451,6.15743456682904e-15,1.22400446123397e-12
"ENSG00000136286",60.8563569666244,3.93313965538164,0.534344726892103,7.53511522209603e-15,1.47914311809745e-12
"ENSG00000166669",65.1347754452088,2.75974036975779,0.370254276964167,7.90316129443321e-15,1.5322375921948e-12
"ENSG00000104064",147.398044043133,2.47211096159547,0.331064380051294,8.0256482626359e-15,1.53700951605408e-12
"ENSG00000100994",407.967085249008,-2.39225857759599,0.317743153358116,8.41971873016562e-15,1.59305136070507e-12
"ENSG00000131473",1992.94141200564,-2.2141650375137,0.295118631112762,8.57873144105998e-15,1.60381426845721e-12
"ENSG00000100796",435.949008282016,1.5406036099108,0.20382203705153,9.93181335734709e-15,1.83493172898563e-12
"ENSG00000185621",100.297197593491,2.49826925290853,0.334685171837035,1.01804692004302e-14,1.8590010270181e-12
"ENSG00000163684",69.0578195262276,2.44192862743937,0.328767675501044,1.12184510727642e-14,2.00519643723681e-12
"ENSG00000175197",52.1190628139921,2.60456776483173,0.352407635017492,1.12364548189531e-14,2.00519643723681e-12
"ENSG00000244945",118.282712479057,4.61437766224046,0.633644538142715,1.16289498688332e-14,2.05192167123771e-12
"ENSG00000082258",205.485276378354,1.99916648306591,0.26816313434716,1.19934387924248e-14,2.0927218088471e-12
"ENSG00000165923",159.594392082839,3.27073021814496,0.445363878188445,1.37200634389904e-14,2.3676909477572e-12
"ENSG00000280138",85.3786704370655,2.9427861642228,0.400216845009001,1.41299155399092e-14,2.4119151482471e-12
"ENSG00000165115",84.7626075907748,2.73036828283586,0.371197700804036,1.54929675917828e-14,2.61614583936944e-12
"ENSG00000135482",164.992627690888,3.0079254368706,0.411067722519393,1.75289289686519e-14,2.92845000557137e-12
"ENSG00000086730",78.2373463822159,3.33930102189592,0.458910943724789,1.99852057967975e-14,3.23554300858668e-12
"ENSG00000135406",37.6349677210427,3.93874438209259,0.543166310420282,1.97009508936127e-14,3.23554300858668e-12
"ENSG00000167088",191.435335767799,1.89047861651573,0.255489413552754,1.98258343799215e-14,3.23554300858668e-12
"ENSG00000180098",102.85778103189,2.81751269993646,0.385851445822621,2.13781691813621e-14,3.39113907903141e-12
"ENSG00000177363",45.2162349051992,4.53453783714418,0.625409147743776,2.12690334832472e-14,3.39113907903141e-12
"ENSG00000122257",631.733442437874,1.47844581105886,0.198582049114164,2.36558467156488e-14,3.71491416822548e-12
"ENSG00000204843",200.153090188338,-1.70249333711092,0.229302859781769,2.82959452594016e-14,4.39959925102616e-12
"ENSG00000188283",70.4901610714546,2.50053059778691,0.343325182214394,2.86155017733725e-14,4.40566509655924e-12
"ENSG00000152443",59.5827202844168,2.31565481793184,0.31661915553045,3.10849308888166e-14,4.7393956764852e-12
"ENSG00000180891",183.138698663613,-2.29357541753271,0.310845587556657,3.24272187394517e-14,4.89651002965721e-12
"ENSG00000263412",34.6446759994129,3.08429819945676,0.423556366951476,3.42396275307425e-14,5.120943911836e-12
"ENSG00000105372",1726.9370007328,0.986717627172112,0.132332658557429,4.02230854129621e-14,5.95908805023732e-12
"ENSG00000172888",127.089358986968,2.24663557394649,0.308656601525708,4.15750904761345e-14,6.10182449380576e-12
"ENSG00000204947",25.8938238328042,3.0098703964448,0.416613432220242,4.43026487888429e-14,6.44193330166656e-12
"ENSG00000253106",47.1432564190744,4.03931099220339,0.561819431441567,4.55731085576136e-14,6.56587244760334e-12
"ENSG00000226419",68.038870194662,2.76851703371761,0.384197420948519,4.62235933471112e-14,6.59904827202758e-12
"ENSG00000163263",31.1431227328689,4.13966750880101,0.579547741184992,4.76086419379388e-14,6.73555056750802e-12
"ENSG00000274010",34.254269497008,4.1533056599211,0.585139970385434,5.12215986797713e-14,7.18199987202793e-12
"ENSG00000175105",109.14840093892,1.88548407958598,0.260452245776493,6.62678649689882e-14,9.20947390684063e-12
"ENSG00000198393",161.811605987839,2.65442138835864,0.369681482153341,6.68995157100089e-14,9.21570170798228e-12
"ENSG00000173436",72.0863558202008,2.22192926271632,0.309496090296841,7.22453928966377e-14,9.86557956564173e-12
"ENSG00000109046",363.104926170575,2.16397123986284,0.300315281713705,7.73664179671711e-14,1.04738123082453e-11
"ENSG00000105697",23.9032906751289,3.52416161411204,0.495636182344782,8.02816089183464e-14,1.07755759525958e-11
"ENSG00000105369",35.8719062077816,3.59169898982342,0.510967416866809,8.51816488679456e-14,1.13363780832391e-11
"ENSG00000163605",261.762945859818,1.4692153927743,0.203070322378561,1.045804386878e-13,1.35568638550506e-11
"ENSG00000198435",62.0256125623088,2.71222494503222,0.382183357059238,1.04349864265293e-13,1.35568638550506e-11
"ENSG00000101444",298.442662699042,-1.60065441698353,0.219983927161994,1.05319497600368e-13,1.35568638550506e-11
"ENSG00000104960",110.305893129886,-2.10746639322361,0.288550302543886,1.04025630361665e-13,1.35568638550506e-11
"ENSG00000256525",569.074187418114,2.98270545019867,0.42038826769153,1.07910660752072e-13,1.37774716784596e-11
"ENSG00000198131",32.5576425736749,2.82475714236291,0.397437633076395,1.12389046642258e-13,1.42335289392743e-11
"ENSG00000148153",91.7191613744827,2.03786038728044,0.284644812190544,1.15714116206376e-13,1.4485300767102e-11
"ENSG00000214756",85.510984593025,2.4056881832449,0.339377514320305,1.16221847723819e-13,1.4485300767102e-11
"ENSG00000121957",88.4092599066837,2.62677894484002,0.371112627359784,1.3885436367065e-13,1.71698340715267e-11
"ENSG00000146909",169.102615183653,1.62945914748788,0.22771687381523,1.52085263570462e-13,1.86589607743011e-11
"ENSG00000186625",53.3617572012667,2.60078305881669,0.370213405259836,1.73156344659513e-13,2.10794359421163e-11
"ENSG00000187187",94.6790781046887,2.58355115471811,0.366663583597923,1.80579987098725e-13,2.18140624415259e-11
"ENSG00000170734",139.493479728702,2.79606290919979,0.397515024002786,1.85464773406684e-13,2.22331206227371e-11
"ENSG00000088340",127.229394496529,2.86448458408086,0.407378233224755,1.9269352437712e-13,2.29246902031689e-11
"ENSG00000157637",199.474502669911,-2.29147788395525,0.322717244956651,2.13133448900561e-13,2.51657720416121e-11
"ENSG00000116133",299.667677514565,-3.29016041078521,0.466356225858281,2.19672929179881e-13,2.57443558197078e-11
"ENSG00000110768",168.735102499052,1.77355403301153,0.250616455246207,2.31878948463864e-13,2.6973533382789e-11
"ENSG00000130766",89.7941406269529,2.56806664302031,0.369000019388339,3.05288503898223e-13,3.47409468494036e-11
"ENSG00000113249",295.322006569716,-1.56905902662872,0.220743493995509,3.01748994571829e-13,3.47409468494036e-11
"ENSG00000096746",563.462297649578,1.60237708249453,0.226184351334796,3.03973221315782e-13,3.47409468494036e-11
"ENSG00000133835",108.542335473974,-2.36807647768678,0.334261409280702,3.97094999954665e-13,4.45427134234861e-11
"ENSG00000279432",29.8814461000117,3.44747473372183,0.499379100096534,3.96809048447413e-13,4.45427134234861e-11
"ENSG00000125779",341.335950025864,1.85234821001436,0.264666538377215,4.19872743801095e-13,4.67636990684567e-11
"ENSG00000247315",160.408799363879,1.67021862157475,0.238137570244608,4.34795756589114e-13,4.80847363484186e-11
"ENSG00000131480",53.54613076788,2.71340757476419,0.394788787616951,4.4380756424248e-13,4.87381397822651e-11
"ENSG00000152894",153.087941812153,-2.39252618186267,0.344812409063905,4.74723980784049e-13,5.14142440981566e-11
"ENSG00000286230",34.0307385743493,3.46294582382173,0.502337998543204,4.73354247127447e-13,5.14142440981566e-11
"ENSG00000197808",87.5481942649387,2.59812920755333,0.376223183511558,4.78334211245275e-13,5.14504140643548e-11
"ENSG00000177873",76.5163794404251,2.62183903931943,0.380753130171394,4.91870553680313e-13,5.25464977890859e-11
"ENSG00000253738",103.458709677627,2.03977898600863,0.293776851141684,5.00639060818563e-13,5.31218635884778e-11
"ENSG00000080371",328.428771038497,1.99038190115016,0.286056882483626,5.09571484926179e-13,5.37067825455081e-11
"ENSG00000229001",30.2654146585025,4.38775187027103,0.643137209685027,5.51421571397683e-13,5.7654537783835e-11
"ENSG00000108395",231.831913320822,1.97305823795172,0.284019244224723,5.54370555613798e-13,5.7654537783835e-11
"ENSG00000272831",24.6290819778721,3.37864018806138,0.495692446964465,5.85469000025728e-13,6.04881919500265e-11
"ENSG00000197140",55.0670761071892,2.95152475124902,0.431658597435598,6.04713063446983e-13,6.20680650220354e-11
"ENSG00000225470",130.655092281297,2.19417758767862,0.318128268040234,6.41533969130954e-13,6.54198016313799e-11
"ENSG00000057468",46.6427804464308,3.77984597202028,0.561384387773069,6.78452454329226e-13,6.87381764050721e-11
"ENSG00000157107",124.038723958859,1.43149763262758,0.204644559161866,6.87522935183064e-13,6.91226822460711e-11
"ENSG00000142552",31.6333741821178,3.67767153026867,0.542149695424662,6.91050758573176e-13,6.91226822460711e-11
"ENSG00000269293",27.254659400445,3.44260018264642,0.506621454823889,7.09951207602645e-13,7.05637580012148e-11
"ENSG00000133114",90.7608097691926,1.94681132878633,0.282390413657275,7.28346000665317e-13,7.19367647449568e-11
"ENSG00000271889",34.5866331001559,5.22126141052221,0.775911101159213,7.5300233093423e-13,7.39071787811947e-11
"ENSG00000168439",559.0376492681,-1.10666605732921,0.156785860366623,8.11283015199538e-13,7.91328476440593e-11
"ENSG00000126524",143.936490854355,1.38976438511531,0.199334013609888,8.23307961746197e-13,7.93204185967011e-11
"ENSG00000197343",334.055150540152,2.46206703659011,0.359561794158599,8.22619335206126e-13,7.93204185967011e-11
"ENSG00000198576",149.815032319361,3.16097313098757,0.46928633784395,8.28853181511696e-13,7.9367746112559e-11
"ENSG00000185088",457.227993320019,1.99127670593177,0.289434711460401,8.77975442096748e-13,8.35619778344687e-11
"ENSG00000070761",117.207379200638,1.86580199107437,0.272007964571593,9.27785334427783e-13,8.77707282641801e-11
"ENSG00000166922",23.1223485509117,3.80696125252872,0.561612398667304,9.57821811666012e-13,9.00696630563057e-11
"ENSG00000147166",116.568784683083,2.74737041992821,0.406007963128702,9.81556489345979e-13,9.17521613612456e-11
"ENSG00000264083",24.0145796102382,4.28210166661332,0.638949772280279,1.10717652842547e-12,1.02882249718305e-10
"ENSG00000241458",34.5010620359214,4.50431864851945,0.677087379822311,1.21468308434401e-12,1.12208136214931e-10
"ENSG00000253943",16.7064043330468,4.5346127931479,0.672436411306805,1.25736480624427e-12,1.14800330914303e-10
"ENSG00000173809",45.3724069882339,3.79331298201395,0.56951946113018,1.25182427790528e-12,1.14800330914303e-10
"ENSG00000104549",501.116942831191,-1.9458389353362,0.283497894936622,1.27884116692558e-12,1.16086252516759e-10
"ENSG00000044115",462.896755541306,-1.26726070230889,0.182101298642915,1.38200663755229e-12,1.24730070322536e-10
"ENSG00000166796",33.4552918879823,3.84112693151193,0.578628123681255,1.42654158854767e-12,1.28013766323158e-10
"ENSG00000153044",121.18931001016,2.23418923221347,0.330041343544201,1.5349315884478e-12,1.35418908230249e-10
"ENSG00000092036",55.8704493668329,2.38443054629256,0.354295311849756,1.5285507696424e-12,1.35418908230249e-10
"ENSG00000220205",142.647337897848,1.72000021173541,0.25141644269773,1.52314349212246e-12,1.35418908230249e-10
"ENSG00000176749",63.5577458708609,2.57863048676624,0.383919200580812,1.56089374320866e-12,1.36940085717032e-10
"ENSG00000126368",153.353220932715,2.87040215185759,0.428044998835458,1.61855653085167e-12,1.41210065336081e-10
"ENSG00000198142",99.8230671044251,1.7493516366731,0.257128472448981,1.62811717048308e-12,1.41259403565007e-10
"ENSG00000167565",179.482145631314,1.70030027703404,0.249849645016675,1.82959166990145e-12,1.5786762408864e-10
"ENSG00000096384",2473.74681750555,-1.72376465480203,0.25290204634324,1.85168273100651e-12,1.58900686381018e-10
"ENSG00000168303",114.692182016183,2.27573260325164,0.339158032333518,1.99161000690383e-12,1.69979584502271e-10
"ENSG00000162434",300.377451376466,-2.15025681043174,0.31786590640035,2.0134872767184e-12,1.70917860505869e-10
"ENSG00000111144",155.845631902044,-1.79892778956512,0.261998298090765,2.03476738229427e-12,1.71795628879297e-10
"ENSG00000162419",84.8800346222584,2.15346420935114,0.320567082251131,2.11376239633537e-12,1.77510827123266e-10
"ENSG00000176396",101.970225759581,2.16734080145531,0.322942859499981,2.34064031091397e-12,1.95518167247835e-10
"ENSG00000245149",31.0356691626899,3.04404719187069,0.459143372969316,2.52873025242335e-12,2.10112062878605e-10
"ENSG00000136243",76.9320557132856,1.66547025390242,0.246470589415327,2.54357999436138e-12,2.10233580165532e-10
"ENSG00000008869",233.23610598842,1.93568739887572,0.287720135883902,2.65521808662133e-12,2.16860470247572e-10
"ENSG00000123213",206.604599945254,-1.83874482431888,0.270108146970099,2.64518352240532e-12,2.16860470247572e-10
"ENSG00000158683",45.2048903421336,3.56227525806403,0.542872775104443,2.66518535136153e-12,2.16860470247572e-10
"ENSG00000197157",274.103526515505,-2.42820874027021,0.360917723292207,2.71544961204748e-12,2.18684208756891e-10
"ENSG00000196924",4674.60442759653,-1.65214433867985,0.247259108966661,2.71049432262774e-12,2.18684208756891e-10
"ENSG00000085231",81.8905284079006,2.16583202537748,0.32481928729969,3.09055204441713e-12,2.47622598497585e-10
"ENSG00000110955",674.703881004024,-1.66052832818673,0.245651553709502,3.17329778787439e-12,2.52961768836443e-10
"ENSG00000164889",475.424999316275,-1.48643695783594,0.219267862022547,3.27519898135135e-12,2.59766286884554e-10
"ENSG00000108510",742.332969887633,1.44914315542025,0.214079812218021,3.33464781407356e-12,2.63152307900559e-10
"ENSG00000068831",41.3423391548711,4.00025060969468,0.61626421080818,3.62213992266887e-12,2.8441042672796e-10
"ENSG00000196705",62.8544648206191,2.53043007485888,0.384640307171667,3.67329869326251e-12,2.86992451139276e-10
"ENSG00000186001",120.649514963032,1.7312302717671,0.259044905980023,3.69638443262288e-12,2.87366441237177e-10
"ENSG00000182831",279.948469812981,1.68579895876368,0.251379862399185,3.76372772399104e-12,2.91160493485494e-10
"ENSG00000165280",727.464113810669,-1.25254083388124,0.184782423273151,3.85955236218259e-12,2.97109854390762e-10
"ENSG00000204389",447.98877273678,-2.16776194545409,0.326288802760386,4.19888778004279e-12,3.21655286330692e-10
"ENSG00000224411",112.444283203709,-1.80934426633492,0.267442874793454,4.22716223261482e-12,3.22249299519335e-10
"ENSG00000145349",172.949562429063,-1.87988527114646,0.279886150522096,4.36120846706527e-12,3.3086192157871e-10
"ENSG00000100461",248.583892892696,1.78434330613412,0.26760090365001,4.38786764511113e-12,3.3128400720589e-10
"ENSG00000090861",356.038447704812,-1.79558376572158,0.267100787111149,4.44586454309123e-12,3.3246598468907e-10
"ENSG00000268362",80.3667642207277,2.08085810934191,0.313398532674551,4.42642414337885e-12,3.3246598468907e-10
"ENSG00000182324",38.0683356568699,2.28470081688431,0.344379541212383,4.58328270772735e-12,3.41117875081281e-10
"ENSG00000132300",308.477112736459,1.20546949972384,0.178144290249648,4.72159829734666e-12,3.49754621044962e-10
"ENSG00000244687",25.1908885554249,2.63565865731501,0.400123745845664,4.8274563156962e-12,3.55917248740343e-10
"ENSG00000143751",110.23910032297,1.56098845085525,0.233908568603077,4.97727566619721e-12,3.64982722178761e-10
"ENSG00000155545",171.435847940059,1.65205100360972,0.248254811215876,5.02013932696207e-12,3.64982722178761e-10
"ENSG00000176422",99.7509091776901,2.01020703067219,0.304333924124556,5.01023254582801e-12,3.64982722178761e-10
"ENSG00000188153",116.628349861172,-1.85753839942225,0.275262988551834,5.06632666350689e-12,3.66643289971024e-10
"ENSG00000130818",45.2473008580478,3.18323129226945,0.486206970376924,5.10867287173165e-12,3.68011920998504e-10
"ENSG00000080824",3830.31292865114,-1.55108467282964,0.234122486104834,5.46810588170174e-12,3.92105638202028e-10
"ENSG00000261338",35.3073640064197,4.08890469394816,0.629780033177519,5.61814906985295e-12,3.9921906331661e-10
"ENSG00000171931",91.8007825446266,2.340865760333,0.357457335181604,5.60978959372004e-12,3.9921906331661e-10
"ENSG00000287765",26.8541987869694,4.14285414025097,0.645064338723958,5.8562868163261e-12,4.14266343079212e-10
"ENSG00000111276",184.180536562925,1.95202322740392,0.295264392386588,6.07008666707441e-12,4.27464757936038e-10
"ENSG00000173801",406.827908042879,-2.23325124597367,0.338314091984614,6.17181324687743e-12,4.32688192986442e-10
"ENSG00000060339",415.93600110319,1.76683423760621,0.266765664826889,6.29667804173524e-12,4.39480142077379e-10
"ENSG00000106976",282.796172091118,-1.86170067407742,0.279857628351847,6.46203443265405e-12,4.49025613851324e-10
"ENSG00000116539",503.835009205956,1.7939896019917,0.271384039792306,6.87900590571777e-12,4.75666995145816e-10
"ENSG00000197619",31.6093486095167,2.35481084623566,0.360401861575737,6.90601597639112e-12,4.75666995145816e-10
"ENSG00000141127",131.366169825055,1.79418422808176,0.271803448104968,6.99331845011175e-12,4.79576737731681e-10
"ENSG00000186834",676.015895133183,1.50774824520767,0.227020340971999,7.05671646212763e-12,4.81820327483705e-10
"ENSG00000179119",179.806428578558,1.42477154567949,0.214347772395288,7.34167001984694e-12,4.99106432864399e-10
"ENSG00000183808",207.971769734977,1.95648808818892,0.297821369918264,7.87524921357345e-12,5.28988380746628e-10
"ENSG00000244754",232.183934448929,1.91315785085776,0.290973363654988,7.88227719655571e-12,5.28988380746628e-10
"ENSG00000212195",61.8148272675408,2.77400695458487,0.42817879825876,7.83434538890971e-12,5.28988380746628e-10
"ENSG00000134324",161.470691725909,-2.10541203910146,0.317555825580382,7.99192326412424e-12,5.34064523148115e-10
"ENSG00000177125",79.8148362180302,2.17151519695832,0.333848389963074,8.22571717257184e-12,5.47358739313848e-10
"ENSG00000130772",42.7838061059575,2.65388753069167,0.410680122536387,8.42577333090538e-12,5.58305250584549e-10
"ENSG00000250280",24.4489214348666,3.67203242736275,0.567557957753186,9.1703909395369e-12,6.05091677791964e-10
"ENSG00000163029",152.628802976424,-1.82684400660275,0.27605629724253,9.44136294163524e-12,6.20364701403514e-10
"ENSG00000151247",172.267048243218,2.02430214248599,0.310646130642207,9.64879485352853e-12,6.31352809915883e-10
"ENSG00000188612",373.979979411337,1.4908461853947,0.226115903394618,1.00960737259121e-11,6.57878596646155e-10
"ENSG00000014216",172.196117577045,-2.21664557393153,0.336681854522752,1.08040129537098e-11,7.01100080268835e-10
"ENSG00000112624",96.5929182055325,2.00702370622719,0.308517963748507,1.09773602258606e-11,7.09417551386482e-10
"ENSG00000115421",129.654919866038,1.94912362236964,0.29994815066692,1.1120488055714e-11,7.15721903389067e-10
"ENSG00000131558",103.030450494763,-1.91887303929922,0.290555216005272,1.12652647224214e-11,7.19145191873602e-10
"ENSG00000285796",64.3071901596005,2.80573642849126,0.440260037399351,1.12254440441065e-11,7.19145191873602e-10
"ENSG00000113575",355.006132321303,1.23718024007386,0.18712343282711,1.1942050768597e-11,7.59263017287641e-10
"ENSG00000163399",362.456097324631,-2.14915167523533,0.329670027135644,1.21663132903767e-11,7.70402354484178e-10
"ENSG00000101856",243.443419673558,-2.03707290100073,0.31223303408595,1.28856990056673e-11,8.12678783875497e-10
"ENSG00000121390",106.148789623671,1.93279217016849,0.298519934006241,1.31610384253337e-11,8.26723789725764e-10
